text,condition,label,score
"South American additions to the menu, like perfectly fried green plantains and garlicky pork, are uniformly successful.",menu,Neutral,1
"South American additions to the menu, like perfectly fried green plantains and garlicky pork, are uniformly successful.",fried green plantains,Positive,2
"South American additions to the menu, like perfectly fried green plantains and garlicky pork, are uniformly successful.",pork,Positive,2
"The Food The fare is mostly traditional, with a few contemporary specials offered nightly.",Food,Positive,2
"The Food The fare is mostly traditional, with a few contemporary specials offered nightly.",fare,Positive,2
"The Food The fare is mostly traditional, with a few contemporary specials offered nightly.",specials,Neutral,1
"A typical old New York steak-house atmosphere - no ambience, comfort or class, but some of the best steak you will ever have.",atmosphere,Positive,2
"A typical old New York steak-house atmosphere - no ambience, comfort or class, but some of the best steak you will ever have.",ambience,Negative,0
"A typical old New York steak-house atmosphere - no ambience, comfort or class, but some of the best steak you will ever have.",comfort,Negative,0
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!,place,Positive,2
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!,corner booth table,Positive,2
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!,privacy,Neutral,1
"We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.",waitresses,Negative,0
"We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.",dish,Neutral,1
"We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.",table,Neutral,1
"We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.",bar,Neutral,1
A freind invited me for lunch at Home because he said they have the best hamburgers.,lunch,Neutral,1
A freind invited me for lunch at Home because he said they have the best hamburgers.,hamburgers,Positive,2
"It is not a very stylish place, but we had some of the best Chinese food we ever had.",place,Negative,0
"It is not a very stylish place, but we had some of the best Chinese food we ever had.",Chinese food,Positive,2
The ingredients are fabulously fresh and the pizza's well-prepared -- but the crust doesn't match up to John's.,ingredients,Positive,2
The ingredients are fabulously fresh and the pizza's well-prepared -- but the crust doesn't match up to John's.,pizza,Positive,2
The ingredients are fabulously fresh and the pizza's well-prepared -- but the crust doesn't match up to John's.,crust,Negative,0
"In the front bar, boisterous neighbors and friends share bottles of wine; the large dining room, with its lovely painted ceiling and oversized portrait of a portly chef, is the destination for serious eating.",bar,Neutral,1
"In the front bar, boisterous neighbors and friends share bottles of wine; the large dining room, with its lovely painted ceiling and oversized portrait of a portly chef, is the destination for serious eating.",wine,Neutral,1
"In the front bar, boisterous neighbors and friends share bottles of wine; the large dining room, with its lovely painted ceiling and oversized portrait of a portly chef, is the destination for serious eating.",painted ceiling,Positive,2
"In the front bar, boisterous neighbors and friends share bottles of wine; the large dining room, with its lovely painted ceiling and oversized portrait of a portly chef, is the destination for serious eating.",chef,Positive,2
"After each of them had had one drink, one of the managers came up to our table and told us that he no longer felt comfortable serving us any more margaritas.",drink,Neutral,1
"After each of them had had one drink, one of the managers came up to our table and told us that he no longer felt comfortable serving us any more margaritas.",managers,Negative,0
The Food There's something for fish fans of every stripe on the lengthy menu.,Food,Positive,2
The Food There's something for fish fans of every stripe on the lengthy menu.,menu,Neutral,1
Ask for the cocktail menu it has a plenty selection of drinks.,cocktail menu,Neutral,1
Ask for the cocktail menu it has a plenty selection of drinks.,drinks,Positive,2
"The service was very good, although the food was mediocre.",service,Negative,0
"The service was very good, although the food was mediocre.",food,Positive,2
Had dinner here this past Friday night with some friends and Salmon River definitely did not disappointment.,dinner,Neutral,1
Had dinner here this past Friday night with some friends and Salmon River definitely did not disappointment.,Salmon,Positive,2
People at the next table were complaining how horrible their house wine was.,table,Neutral,1
People at the next table were complaining how horrible their house wine was.,wine,Negative,0
"Even though the food was prepared nicely, it was definitely lacking flavor.",food,Positive,2
"Even though the food was prepared nicely, it was definitely lacking flavor.",flavor,Negative,0
"However, we were never served bread with our meals and the restaurant is too crowded.",served bread,Negative,0
"However, we were never served bread with our meals and the restaurant is too crowded.",meals,Neutral,1
"Yes, hard not to look at the waitresses (and they're really good servers), but as I'm reminded by everyone who knows Hooters, they don't rank anywhere near the girls at the Hooters locations South of the ol' Mason-Dixon.",servers,Positive,2
"Yes, hard not to look at the waitresses (and they're really good servers), but as I'm reminded by everyone who knows Hooters, they don't rank anywhere near the girls at the Hooters locations South of the ol' Mason-Dixon.",Mason-Dixon,Neutral,1
"Cute decor, but rather small so the dining room can get very smoky if the bar is crowded.",decor,Positive,2
"Cute decor, but rather small so the dining room can get very smoky if the bar is crowded.",dining room,Negative,0
"Customers choose flavors like sweet cream, cake batter or banana, add mix-ins--ranging from candy bar chunks and Gummi bears to hot fudge and peanut butter--then servers mash it all together on a frozen slab of granite.",sweet cream,Neutral,1
"Customers choose flavors like sweet cream, cake batter or banana, add mix-ins--ranging from candy bar chunks and Gummi bears to hot fudge and peanut butter--then servers mash it all together on a frozen slab of granite.",cake batter,Neutral,1
"Customers choose flavors like sweet cream, cake batter or banana, add mix-ins--ranging from candy bar chunks and Gummi bears to hot fudge and peanut butter--then servers mash it all together on a frozen slab of granite.",banana,Neutral,1
"Customers choose flavors like sweet cream, cake batter or banana, add mix-ins--ranging from candy bar chunks and Gummi bears to hot fudge and peanut butter--then servers mash it all together on a frozen slab of granite.",servers,Positive,2
"Customers choose flavors like sweet cream, cake batter or banana, add mix-ins--ranging from candy bar chunks and Gummi bears to hot fudge and peanut butter--then servers mash it all together on a frozen slab of granite.",bar,Neutral,1
Knock off 15-20% of the prices and you have a decent night out.,prices,Neutral,1
Knock off 15-20% of the prices and you have a decent night out.,out,Positive,2
(must try the fois gras appetizer and chocolate milkshake for dessert.,fois gras appetizer,Positive,2
(must try the fois gras appetizer and chocolate milkshake for dessert.,chocolate milkshake,Positive,2
(must try the fois gras appetizer and chocolate milkshake for dessert.,dessert,Neutral,1
I am an extremely low maintenance diner and the staff at this restaurant managed to insult my dinner party and refuse kitchen service minutes after seating us and informing us that the kitchen was open.,diner,Negative,0
I am an extremely low maintenance diner and the staff at this restaurant managed to insult my dinner party and refuse kitchen service minutes after seating us and informing us that the kitchen was open.,dinner,Neutral,1
I am an extremely low maintenance diner and the staff at this restaurant managed to insult my dinner party and refuse kitchen service minutes after seating us and informing us that the kitchen was open.,seating,Neutral,1
"Overall, I good place to take a date or have a small group of friends for dinner.",place,Positive,2
"Overall, I good place to take a date or have a small group of friends for dinner.",dinner,Neutral,1
"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.",seated,Positive,2
"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.",waiting,Neutral,1
"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.",bar,Neutral,1
"' When I reasoned with them that my dining partner already received her hot entree and was halfway done eating, and all I ordered was two rolls, the wait staff finally got the idea that maybe they should be trying to get me my order.",dining,Neutral,1
"' When I reasoned with them that my dining partner already received her hot entree and was halfway done eating, and all I ordered was two rolls, the wait staff finally got the idea that maybe they should be trying to get me my order.",entree,Neutral,1
"' When I reasoned with them that my dining partner already received her hot entree and was halfway done eating, and all I ordered was two rolls, the wait staff finally got the idea that maybe they should be trying to get me my order.",wait staff,Negative,0
"The salad looked as though they have a premixed trash bag full of it, and they just dump a heap of it on a plate.",salad,Neutral,1
"The salad looked as though they have a premixed trash bag full of it, and they just dump a heap of it on a plate.",premixed,Negative,0
The red Borsht provides a hearty meal for $1.,red Borsht,Neutral,1
The red Borsht provides a hearty meal for $1.,meal,Positive,2
"The margaritas took me on an instant vacation, and although there was a bit of a wait for a table, the food was well worth it.",margaritas,Neutral,1
"The margaritas took me on an instant vacation, and although there was a bit of a wait for a table, the food was well worth it.",wait,Neutral,1
"The margaritas took me on an instant vacation, and although there was a bit of a wait for a table, the food was well worth it.",food,Positive,2
Don't forget to get quacamole made at your table (it's $10 extra) I told the waitress it was my cousin's birthday and they brought out a cake and the mariachi band played at our table.,waitress,Positive,2
Don't forget to get quacamole made at your table (it's $10 extra) I told the waitress it was my cousin's birthday and they brought out a cake and the mariachi band played at our table.,band,Neutral,1
"The other dish was arroz con pollo, the chicken was delicions and the rice was a greasy but good.",dish,Neutral,1
"The other dish was arroz con pollo, the chicken was delicions and the rice was a greasy but good.",chicken,Positive,2
"The other dish was arroz con pollo, the chicken was delicions and the rice was a greasy but good.",rice,Positive,2
I met five of my friends for dinner at Blockheads last Friday night and had a good time.,dinner,Neutral,1
I met five of my friends for dinner at Blockheads last Friday night and had a good time.,time,Positive,2
Dylan Prime is one of an increasingly small number of restaurants in NYC that take reservations for large groups.,Dylan,Positive,2
Dylan Prime is one of an increasingly small number of restaurants in NYC that take reservations for large groups.,reservations,Neutral,1
on the food-front while adding just enough of a civilized atmosphere where you won't worry about either your neighbor or the wait staff biting off one of your fingers.,atmosphere,Positive,2
on the food-front while adding just enough of a civilized atmosphere where you won't worry about either your neighbor or the wait staff biting off one of your fingers.,wait staff,Neutral,1
"They need to expand the menu some, and offer additional toppings for the pizza.",menu,Neutral,1
"They need to expand the menu some, and offer additional toppings for the pizza.",toppings,Positive,2
"They need to expand the menu some, and offer additional toppings for the pizza.",pizza,Neutral,1
Get the pepperoni - YUM - and a family style salad.,pepperoni,Positive,2
Get the pepperoni - YUM - and a family style salad.,family style salad,Neutral,1
We had a very nice and entertaining waitress who was very much on top of our table.,waitress,Positive,2
We had a very nice and entertaining waitress who was very much on top of our table.,table,Neutral,1
"Lousy, hard as a rock home made potato chips that could slice a tomato as well as a soda can.",rock,Negative,0
"Lousy, hard as a rock home made potato chips that could slice a tomato as well as a soda can.",soda can,Neutral,1
"), the BBQ salmon was good if not a bit too salty from the heavy miso.",BBQ salmon,Positive,2
"), the BBQ salmon was good if not a bit too salty from the heavy miso.",miso,Negative,0
"Along with the regular items on the menus, they also offer some wonderful specials--and if an item is not on a menu, they always do their best to accommodate.",regular items,Neutral,1
"Along with the regular items on the menus, they also offer some wonderful specials--and if an item is not on a menu, they always do their best to accommodate.",specials,Positive,2
"Two curiosities: on my last two visits, the salad's lettuce had clearly seen better days, and on my last visit, I was told that I couldn't have coffee at the end of the meal (we were asked to go next door!)",salad's lettuce,Positive,2
"Two curiosities: on my last two visits, the salad's lettuce had clearly seen better days, and on my last visit, I was told that I couldn't have coffee at the end of the meal (we were asked to go next door!)",coffee,Neutral,1
"They might be all business at the counter when you give your order, but their food says I love you.",counter,Neutral,1
"They might be all business at the counter when you give your order, but their food says I love you.",food,Positive,2
was yelling at the rest of the waitstaff audibly enough that I was able to follow his entire tirade from where I sat in the secondary dining room.,waitstaff,Negative,0
was yelling at the rest of the waitstaff audibly enough that I was able to follow his entire tirade from where I sat in the secondary dining room.,dining room,Neutral,1
Went here for a casual Sunday night dinner at 7:45pm; dinner was served at 10:15pm!,Sunday,Neutral,1
Went here for a casual Sunday night dinner at 7:45pm; dinner was served at 10:15pm!,served,Negative,0
I ordered a thin-crust individual meat pizza which was big enough for two and my companion ordered pasta with pesto.,thin-crust individual meat pizza,Positive,2
I ordered a thin-crust individual meat pizza which was big enough for two and my companion ordered pasta with pesto.,pasta with pesto,Neutral,1
"For fun on the run, sip a mojito at the bar while a portrait of the Virgin Mary bizarrely watches over you.",mojito,Positive,2
"For fun on the run, sip a mojito at the bar while a portrait of the Virgin Mary bizarrely watches over you.",bar,Neutral,1
"The red sauce had no flavor, the cheese lacked that fresh quality cheese taste you expect from a well-known pizzaria, and the slice overall was really dry.",red sauce,Neutral,1
"The red sauce had no flavor, the cheese lacked that fresh quality cheese taste you expect from a well-known pizzaria, and the slice overall was really dry.",flavor,Negative,0
"Although the food was in small portions, it was good.",food,Positive,2
"Although the food was in small portions, it was good.",portions,Negative,0
They need to change the overall decor if they want to get a serious dinner crowd though.,decor,Neutral,1
They need to change the overall decor if they want to get a serious dinner crowd though.,dinner,Negative,0
On the menu board posted outside - they got Passion Fruit Creme Brule.,menu,Neutral,1
On the menu board posted outside - they got Passion Fruit Creme Brule.,Fruit Creme Brule,Positive,2
"If you live downtown, definitely grab one of their menus, make a phone call and relax in front of the tv while they pound the pavement to get to you (although they do take about 45 minutes on average to get to you)-- the in restaurant service is likewise very very good.",menus,Neutral,1
"If you live downtown, definitely grab one of their menus, make a phone call and relax in front of the tv while they pound the pavement to get to you (although they do take about 45 minutes on average to get to you)-- the in restaurant service is likewise very very good.",service,Positive,2
Service was slow and spotty; had to flag the waiter down many a time to get drink and food orders in.,Service,Negative,0
Service was slow and spotty; had to flag the waiter down many a time to get drink and food orders in.,waiter,Negative,0
Service was slow and spotty; had to flag the waiter down many a time to get drink and food orders in.,drink,Neutral,1
"If you want a quiet dinner don't show up late, cuz the atmosphere gets louder and more loungy as the nite goes on.",dinner,Positive,2
"If you want a quiet dinner don't show up late, cuz the atmosphere gets louder and more loungy as the nite goes on.",atmosphere,Negative,0
I had the lobster ravioli--good size portion with a delicious vodka cream sauce.,lobster ravioli,Neutral,1
I had the lobster ravioli--good size portion with a delicious vodka cream sauce.,vodka cream sauce,Positive,2
the waitress never asked us how the food was or if we needed anything.,waitress,Negative,0
the waitress never asked us how the food was or if we needed anything.,food,Neutral,1
"The food, however, is completely uninteresting - my special of the day pasta was decent, but definitely not worth the money, the wine wasn't particularly spectacular, and the bread.",food,Negative,0
"The food, however, is completely uninteresting - my special of the day pasta was decent, but definitely not worth the money, the wine wasn't particularly spectacular, and the bread.",day pasta,Positive,2
"The food, however, is completely uninteresting - my special of the day pasta was decent, but definitely not worth the money, the wine wasn't particularly spectacular, and the bread.",wine,Negative,0
"The food, however, is completely uninteresting - my special of the day pasta was decent, but definitely not worth the money, the wine wasn't particularly spectacular, and the bread.",bread,Negative,0
"The food was OK at best, and if you don't LOVE cheese don't even consider going here.",food,Neutral,1
"The food was OK at best, and if you don't LOVE cheese don't even consider going here.",cheese,Negative,0
"Sit at the bar (no reservations necessary), eat, talk to the bartender, and enjoy, b/c come dinnertime you will pay quadruple the price (but it's still worth it).",reservations,Neutral,1
"Sit at the bar (no reservations necessary), eat, talk to the bartender, and enjoy, b/c come dinnertime you will pay quadruple the price (but it's still worth it).",price,Negative,0
"I've had Gnocchi from the Bronx to Coney Island and this place is, hands down, the best.",Gnocchi,Neutral,1
"I've had Gnocchi from the Bronx to Coney Island and this place is, hands down, the best.",place,Positive,2
Did not get to dessert as it took a while to get the server's attention and we had a show to get to.,dessert,Neutral,1
Did not get to dessert as it took a while to get the server's attention and we had a show to get to.,server,Negative,0
"To the amusement of our server, I wrote everything down, lest I forget a single morsel (about 21 different dishes).",server,Positive,2
"To the amusement of our server, I wrote everything down, lest I forget a single morsel (about 21 different dishes).",dishes,Neutral,1
"Man, that chicken (in some kind of spicy soup) was yummy!",chicken,Positive,2
"Man, that chicken (in some kind of spicy soup) was yummy!",spicy soup,Neutral,1
Besides ordering single dishes you can also order family style.,single dishes,Neutral,1
Besides ordering single dishes you can also order family style.,style,Positive,2
The owners couldn't have been more accomodating -- we had the entire restaurant to ourselves on a Saturday (before it opens to the public for dinner).,owners,Positive,2
The owners couldn't have been more accomodating -- we had the entire restaurant to ourselves on a Saturday (before it opens to the public for dinner).,dinner,Neutral,1
"The service was autrocious in fact my order came out wrong and our wine was never repoured throughout the entire dinner, which lasted 3 hours.",service,Negative,0
"The service was autrocious in fact my order came out wrong and our wine was never repoured throughout the entire dinner, which lasted 3 hours.",wine,Negative,0
"The service was autrocious in fact my order came out wrong and our wine was never repoured throughout the entire dinner, which lasted 3 hours.",dinner,Neutral,1
"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.",Place,Positive,2
"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.",food,Negative,0
"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.",appetizers,Positive,2
"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.",shrimp,Neutral,1
"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.",oysters,Neutral,1
The service was a bit inadequate-and be warned they bring your food as it is ready- so be sure to order apps then after being served order entrees.,service,Negative,0
The service was a bit inadequate-and be warned they bring your food as it is ready- so be sure to order apps then after being served order entrees.,food,Neutral,1
The service was a bit inadequate-and be warned they bring your food as it is ready- so be sure to order apps then after being served order entrees.,entrees,Neutral,1
Ten minutes later: no burgers and no sign of our waiter.,burgers,Neutral,1
Ten minutes later: no burgers and no sign of our waiter.,waiter,Negative,0
"For the high price you would pay (dinner for the two could run $80), you sure do get alot.",price,Negative,0
"For the high price you would pay (dinner for the two could run $80), you sure do get alot.",dinner,Neutral,1
"While I liked the place, I'd never come back in a weekend night again, and with reservations.",place,Positive,2
"While I liked the place, I'd never come back in a weekend night again, and with reservations.",reservations,Neutral,1
Then the food came- TINY portions and plates came out in 15 min intervals.,food,Neutral,1
Then the food came- TINY portions and plates came out in 15 min intervals.,portions,Negative,0
Then the food came- TINY portions and plates came out in 15 min intervals.,plates,Neutral,1
"We both had habtchi, a bottle of plum wine, and 3 appetizer, the food was great, and I really didnt find the wait to be that long like some the other review said.",bottle of plum wine,Neutral,1
"We both had habtchi, a bottle of plum wine, and 3 appetizer, the food was great, and I really didnt find the wait to be that long like some the other review said.",food,Positive,2
"the pasta I had for lunch was $12, but my dessert, which was a small slice of apple pie, was $10!",pasta,Neutral,1
"the pasta I had for lunch was $12, but my dessert, which was a small slice of apple pie, was $10!",lunch,Neutral,1
"the pasta I had for lunch was $12, but my dessert, which was a small slice of apple pie, was $10!",apple pie,Negative,0
"The jukebox is always playing good tunes, and the patrons are never shy about getting up and dancing in the aisles, or even on the bar.",jukebox,Positive,2
"The jukebox is always playing good tunes, and the patrons are never shy about getting up and dancing in the aisles, or even on the bar.",patrons,Positive,2
"The jukebox is always playing good tunes, and the patrons are never shy about getting up and dancing in the aisles, or even on the bar.",bar,Neutral,1
(So long that it prevented me from increasing their sales by getting more possible drinks) If i just saw my one waiter the whole night I would have known who to talk too.,sales,Neutral,1
(So long that it prevented me from increasing their sales by getting more possible drinks) If i just saw my one waiter the whole night I would have known who to talk too.,drinks,Neutral,1
(So long that it prevented me from increasing their sales by getting more possible drinks) If i just saw my one waiter the whole night I would have known who to talk too.,waiter,Negative,0
I liked the beer selection!,beer selection,Positive,2
I liked the beer selection!,beer s,Neutral,1
Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,drink,Neutral,1
Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,waitress,Negative,0
Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,cocktail,Neutral,1
"We were seated promptly for a Saturday lunch, but service was incredibly slow.",Saturday lunch,Neutral,1
"We were seated promptly for a Saturday lunch, but service was incredibly slow.",service,Negative,0
They don't load their pizza down with tons of cheese nor is it dripping with sauce.,cheese,Positive,2
They don't load their pizza down with tons of cheese nor is it dripping with sauce.,sauce,Neutral,1
I had to stare out waitress down to get our check and also we were charge.,waitress,Negative,0
I had to stare out waitress down to get our check and also we were charge.,check,Neutral,1
"The hostess did offer free drinks to my party due to the wait, but we were more interested in eating after said long wait.",hostess,Positive,2
"The hostess did offer free drinks to my party due to the wait, but we were more interested in eating after said long wait.",drinks,Neutral,1
"Sure, the hostess can be rude, but when in the mood for authentic Mexican food, there is no better place in NYC, yet.",hostess,Negative,0
"Sure, the hostess can be rude, but when in the mood for authentic Mexican food, there is no better place in NYC, yet.",Mexican food,Positive,2
"Servers are layed back, but food arrives rapidly.",Servers,Negative,0
"Servers are layed back, but food arrives rapidly.",food,Positive,2
We had a few toro and white tuna sashimi as well as a couple roll like the park avenue (which was not listed on the menu but recommended by the waiter) and the paris match roll.,menu,Neutral,1
We had a few toro and white tuna sashimi as well as a couple roll like the park avenue (which was not listed on the menu but recommended by the waiter) and the paris match roll.,waiter,Positive,2
"The Food The daily-changing menu, scrawled on large dry-erase boards, offers a blend of haute cuisine and Texas roadhouse fare.",Food,Neutral,1
"The Food The daily-changing menu, scrawled on large dry-erase boards, offers a blend of haute cuisine and Texas roadhouse fare.",daily-changing menu,Neutral,1
"The Food The daily-changing menu, scrawled on large dry-erase boards, offers a blend of haute cuisine and Texas roadhouse fare.",cuisine,Positive,2
"The Food The daily-changing menu, scrawled on large dry-erase boards, offers a blend of haute cuisine and Texas roadhouse fare.",fare,Positive,2
"Nice family place, nice atmosphere, but don't go there for pizza.",family place,Positive,2
"Nice family place, nice atmosphere, but don't go there for pizza.",atmosphere,Positive,2
"Nice family place, nice atmosphere, but don't go there for pizza.",pizza,Negative,0
"The food and the value had been ok on our meal, and then after only a little more than an hour, the check was slipped onto the table for our large party, and a few minutes later, waiters began yelling at us to leave.",food,Positive,2
"The food and the value had been ok on our meal, and then after only a little more than an hour, the check was slipped onto the table for our large party, and a few minutes later, waiters began yelling at us to leave.",meal,Neutral,1
"The food and the value had been ok on our meal, and then after only a little more than an hour, the check was slipped onto the table for our large party, and a few minutes later, waiters began yelling at us to leave.",table,Neutral,1
"The food and the value had been ok on our meal, and then after only a little more than an hour, the check was slipped onto the table for our large party, and a few minutes later, waiters began yelling at us to leave.",waiters,Negative,0
No table space and one of the angry neighbors decided to take matters into his own hands by throwing a bucket of water out his window and onto the patrons waiting for their tables.,table space,Negative,0
No table space and one of the angry neighbors decided to take matters into his own hands by throwing a bucket of water out his window and onto the patrons waiting for their tables.,water,Neutral,1
No table space and one of the angry neighbors decided to take matters into his own hands by throwing a bucket of water out his window and onto the patrons waiting for their tables.,patrons waiting,Neutral,1
No table space and one of the angry neighbors decided to take matters into his own hands by throwing a bucket of water out his window and onto the patrons waiting for their tables.,table s,Neutral,1
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.",foods,Positive,2
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.",Scallion pancakes,Positive,2
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.",menu,Neutral,1
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.",lo mein,Neutral,1
Worth the trip and the wait (and the higher than average price)?,wait,Positive,2
Worth the trip and the wait (and the higher than average price)?,price,Negative,0
"The menu: HOT DOGS, that's it, nothing else.",menu,Negative,0
"The menu: HOT DOGS, that's it, nothing else.",HOT DOGS,Neutral,1
Heartland is the best place in mid-town to grab a beer after work and meet the cuties that work in the building.,beer,Positive,2
Heartland is the best place in mid-town to grab a beer after work and meet the cuties that work in the building.,cuties,Neutral,1
"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).",entrees,Neutral,1
"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).",soup,Neutral,1
"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).",and appetizers,Positive,2
"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).",fresh spinach pierogies,Neutral,1
The pizza is baked in a wood burning oven and the flavor is fantastic.,pizza,Neutral,1
The pizza is baked in a wood burning oven and the flavor is fantastic.,flavor,Positive,2
"Noodle bowls are mixed with tempura vegetables, mountain yam, mushrooms, or spiced with curry or cold citrus dipping sauces.",mushrooms,Neutral,1
"Noodle bowls are mixed with tempura vegetables, mountain yam, mushrooms, or spiced with curry or cold citrus dipping sauces.",citrus dipping sauces,Positive,2
"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.",white tableclothes,Neutral,1
"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.",rack,Positive,2
"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.",wines,Positive,2
"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.",food,Neutral,1
"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.",bread,Positive,2
I love the steak and eggs with a bloody mary that costs around $7 bucks.,steak,Neutral,1
I love the steak and eggs with a bloody mary that costs around $7 bucks.,eggs,Positive,2
I found my dinner to be a bit on the heavy side and blamed the large portions.,dinner,Neutral,1
I found my dinner to be a bit on the heavy side and blamed the large portions.,portions,Negative,0
"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!",entree,Neutral,1
"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!",filet mignon,Positive,2
"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!",mixed veggies,Positive,2
"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.",food,Positive,2
"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.",atmosphere,Positive,2
"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.",tables,Negative,0
Two dogs and an adequately sized drink for two dollars.,dogs,Neutral,1
Two dogs and an adequately sized drink for two dollars.,drink,Positive,2
The snooty manager asked us to leave and gave us our check in the middle of our meal.,manager,Negative,0
The snooty manager asked us to leave and gave us our check in the middle of our meal.,meal,Neutral,1
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",menu options,Negative,0
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",waiter,Neutral,1
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",chef,Neutral,1
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",plain dinner salad,Neutral,1
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",salad choices,Negative,0
The menu was much too narrow - 4 pastas and 6 meat dishes or so.,menu,Positive,2
The menu was much too narrow - 4 pastas and 6 meat dishes or so.,meat dishes,Neutral,1
"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.",prices,Negative,0
"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.",dinner,Neutral,1
The music is a mix of house radio as well as live band at the same time.,music,Neutral,1
The music is a mix of house radio as well as live band at the same time.,band,Positive,2
"Great when the band is playing, not so great when there's a large party at the bar.",band,Positive,2
"Great when the band is playing, not so great when there's a large party at the bar.",bar,Neutral,1
We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,water,Neutral,1
We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,waiter,Negative,0
We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,food,Neutral,1
"While service is still ok, the food has been not up to par on my last few visits.",service,Positive,2
"While service is still ok, the food has been not up to par on my last few visits.",food,Negative,0
"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.",manager,Negative,0
