text,condition,label,score
spreads and toppings are great - though a bit pricey .,spreads,Negative,0
"i have known about this secret for the last 13 years , emilio(the godfather ) has continued to serve food and wine for the gods at mortal prices .",food,Positive,2
"pizza is terrific , as is homemade pasta .",homemade pasta,Positive,2
lucky strike is a great casual place to just grab a bite to eat .,lucky strike,Positive,2
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !",pizza,Positive,2
"the decor is night tho ... but they really need to clean that vent in the ceiling ... its quite un - appetizing , and kills your effort to make this place look sleek and modern .",decor,Positive,2
the hostess and the waitress were incredibly rude and did everything they could to rush us out .,waitress,Negative,0
i loved everythig about it - especially the shows and actors .,actors,Positive,2
wonderful strawberry daiquiries as well !,strawberry daiquiries,Positive,2
i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,Positive,2
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",pistachio ice cream,Positive,2
"moules were excellent , lobster ravioli was very salty !",lobster ravioli,Negative,0
"this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .",place,Negative,0
spreads and toppings are great - though a bit pricey .,toppings,Negative,0
best drumsticks over rice and sour spicy soup in town !,drumsticks over rice,Positive,2
"although the tables may be closely situated , the candle - light , food - quality and service overcompensate .",candle - light,Positive,2
"the food was average to above - average ; the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",french onion soup,Negative,0
the only thing more wonderful than the food ( which is exceptional ) is the service .,service,Positive,2
the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,spaghetti with scallops and shrimp,Positive,2
"the decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .",semi - private boths,Positive,2
the food options rule .,food,Positive,2
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion .. try the potato stuff kanish best one .",waiter,Negative,0
"service was prompt , friendly and great .",service,Positive,2
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,place,Positive,2
the service is good and the resturant is clean .,resturant,Positive,2
"the lamb was tender so full of flavor , the dessert was divine ! !",lamb,Positive,2
the bar is very well stocked with interesting beers and well priced wines .,beers,Positive,2
"however , it 's the service that leaves a bad taste in my mouth .",service,Negative,0
"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",food,Positive,2
awsome pizza especially the margheritta slice .,margheritta slice,Positive,2
this restaurant is vegetarian ; there are no meat dishes whatsoever .,meat dishes,Negative,0
"i have tried to make reservations , but both times , the hostess did n't have my name .",hostess,Negative,0
"the food is wonderful , tasty and filling , and the service is professional and friendly .",food,Positive,2
there is no excuse for such lousy service !,service,Negative,0
the wine the service was very good too .,service,Positive,2
the owner and staff are all japanese as well and that adds to the entire ambiance .,owner,Positive,2
"the food is very average ... the thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .",thai fusion stuff,Negative,0
service was also very good .,service,Positive,2
"the food is good , especially their more basic dishes , and the drinks are delicious .",basic dishes,Positive,2
all of the pizzas are terrific and the price is even better !,pizzas,Positive,2
"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ..... very soho / village / upper west side minus the expensive prices and pretentious clientele ..... all on roosevelt avenue !",decor,Positive,2
"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",tables,Negative,0
"the fish was adequate , but inexpertly sliced .",fish,Negative,0
"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",seabass,Negative,0
i 've never had bad service and the fish is fresh and delicious .,service,Positive,2
they have a huge selection of different cream cheeses and all of their salads are great .,salads,Positive,2
"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",santa fe chopped salad,Positive,2
"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",blond wood decor,Positive,2
thanks bloom 's for a lovely trip .,bloom 's,Positive,2
the pizza was great .,pizza,Positive,2
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",service,Positive,2
"the food is outstanding and the service is quick , friendly and very professional .",service,Positive,2
the drinks are always welll made and wine selection is fairly priced .,drinks,Positive,2
"service was devine , oysters where a sensual as they come , and the price ca n't be beat ! ! !",oysters,Positive,2
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",dishes,Positive,2
great sushi experience .,sushi,Positive,2
"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .",steak,Positive,2
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhal,Negative,0
the scallion pancakes and fried dumplings were nothing out of the ordinary .,scallion pancakes,Neutral,1
we could have made a meal of the yummy dumplings from the dumpling menu .,dumplings,Positive,2
"it 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",rolls,Negative,0
"good , fast service .",service,Positive,2
"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",wine list,Negative,0
"during the course of the past 3 months , the chef and staff changed and it was not for the better .",chef,Negative,0
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion .. try the potato stuff kanish best one .",potato stuff kanish,Positive,2
the place was quiet and delightful .,place,Positive,2
"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",two types of sake,Positive,2
this place is a great bargain .,place,Positive,2
the waitstaffs are nice though .,waitstaffs,Positive,2
"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",suan,Positive,2
"a few tips : skip the turnip cake , roast pork buns and egg custards .",egg custards,Negative,0
the lox is always fresh too .,lox,Positive,2
no gimmicks here -- the food speaks for itself in its freshness and preparation .,food,Positive,2
the food was average or above including some surprising tasty dishes .,food,Positive,2
"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait - staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",management,Negative,0
"great food , great decor , great service .",food,Positive,2
not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring .,rosemary or orange flavoring,Negative,0
the portions are large and the servers always surprise us with a different starter .,portions,Positive,2
"the food was average to above - average ; the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",desserts,Negative,0
"good music , great food , speedy service affordable prices .",food,Positive,2
i did not try the caviar but i tried their salmon and crab salad ( they are all good ),salmon,Positive,2
"if you go , try the marinara / arrabiatta sauce , the mozzarella en carozza is mmmmmmmm ..... everything is just delicious .",mozzarella en carozza,Positive,2
"calling the place hampton chutney co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",place,Negative,0
i loved this place ! !,place,Positive,2
"we have been to this place many times , and always have great food , wine , and service .",food,Positive,2
"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",service,Positive,2
we thought that this place is using too much of msg cooking in the foods .,foods,Negative,0
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",soupy dumplings,Positive,2
best pastrami i ever had and great portion without being ridiculous .,portion,Positive,2
the food is okay and the prices here are mediocre .,food,Neutral,1
"i have known about this secret for the last 13 years , emilio(the godfather ) has continued to serve food and wine for the gods at mortal prices .",wine,Positive,2
i recently tried suan and i thought that it was great .,suan,Positive,2
i will go back to suan soon !,suan,Positive,2
i have never had cheescake like this .,cheescake,Positive,2
i ve asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,cart attendant,Negative,0
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",staff,Positive,2
the food was mediocre at best but it was the horrible service that made me vow never to go back .,food,Negative,0
planet thai is great !,planet thai,Positive,2
"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i.e. make me feel bad asking for trivialities like water , or the check .",waiter,Negative,0
"not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !",food,Positive,2
the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,chef 's tasting menu,Positive,2
not a great place for family or general dining .,place,Negative,0
"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",ambience,Positive,2
"best italian food i ever had ( and being italian , that means alot ) .",italian food,Positive,2
problem is nothing at prune is particularly memorable .,prune,Negative,0
"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",food,Positive,2
"limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice .",rice,Negative,0
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,staff,Positive,2
the buffet had a nice selection .,buffet,Positive,2
if you want good authentic thai this place is not the place to go .,thai,Negative,0
"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",penne w/ chicken,Negative,0
"the pasta penne was pretty extra buttery , creamy which means a big task to diggest .. tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne ... got a little moody afterwards cause was stuffed ... lol",pasta penne,Negative,0
the only thing the waiters do n't do for you is wipe your chin when you leave .,waiters,Positive,2
in summer - eat outside on a terrace ( another great feature of suan ) ! ! !,terrace,Positive,2
the bagel was huge .,bagel,Positive,2
it 's a nice place to relax and have conversation .,place,Positive,2
i / we will never go back to this place again .,place,Negative,0
"i choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",braised lamb shank in red wine,Positive,2
and where does patis go wrong ; no where .,patis,Positive,2
the food is so cheap and the waiters are nice .,waiters,Positive,2
"the mussles were the fishiest things i 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... it was disgusting .",goat cheese salad,Negative,0
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,service,Positive,2
"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",food,Positive,2
"service is not exactly five star , but that s not really a big deal .",service,Neutral,1
"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",specials,Positive,2
amma is nothing special .,amma,Neutral,1
i had the duck breast special on my last visit and it was incredible .,duck breast special,Positive,2
we wo n't go to this place again for a good meal .,meal,Negative,0
the food looked very appetizing and delicious since it came on a variety of fancy plates .,food,Positive,2
"while the ambiance and atmosphere were great , the food and service could have been a lot better .",service,Negative,0
the food here does a great service to the name ( cantonese that is ... ) .,food,Positive,2
"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",paninis,Positive,2
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,hot sauce,Positive,2
"ambience is delightful , service impeccable .",service,Positive,2
the staff was the friendliest that have seen in new york .,staff,Positive,2
"la rosa waltzes in , and i think they are doing it the best .",la rosa,Positive,2
"he served me an uni hand roll , which i never had before , and let me tell you ... it was heaven !",uni hand roll,Positive,2
"the pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",fresh mozzarella,Positive,2
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,Negative,0
"the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",ambience,Negative,0
"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",signs,Positive,2
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,japanese cuisine,Negative,0
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,food,Positive,2
"when you 're sitting in their main dining room ( which has a spectacular , hand - painted high ceiling ) you 'd never know there was a world outside .",main dining room,Positive,2
"the salads are delicious , both refreshing and very spicy .",salads,Positive,2
"my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",french fries,Positive,2
"the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .",wine list,Positive,2
the food was pretty tradional but it was hot and good with large portions .,portions,Positive,2
the counter service is bad .,counter service,Negative,0
"the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",service,Positive,2
"however , go for the ambience , and consider the food just a companion for a trip across the world !",ambience,Positive,2
authentic pakistani food .,pakistani food,Positive,2
waitstaff are very friendly .,waitstaff,Positive,2
"whenever you need a sushi fix , mizu will be there with quality fish and great service .",service,Positive,2
"great food , good size menu , great service and an unpretensious setting .",food,Positive,2
"the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet , we were told no ...",waitress,Negative,0
my chow fun and chow see was really bland and oily .,chow fun and chow see,Negative,0
"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",live jazz band,Positive,2
"the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .",specials,Positive,2
"the vibe is very relaxed and cozy , service was great and the food was excellent !",vibe,Positive,2
"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",svc,Negative,0
"we were worried we would have trouble getting in , but somehow managed to have a short wait .",wait,Positive,2
i would definitely recommend sea if you like thai cuisine !,thai cuisine,Positive,2
the food 's as good as ever .,food,Positive,2
the menu has so many fish items and oysters .,menu,Positive,2
always great service !,service,Positive,2
service is average .,service,Neutral,1
i really like both the scallops and the mahi mahi ( on saffron risotto - yum ! ) .,scallops,Positive,2
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,food,Positive,2
faan is sooo good .,faan,Positive,2
i went there for lunch and it was not as good as i expected from the reviews i read .,lunch,Negative,0
"we have been to this place many times , and always have great food , wine , and service .",service,Positive,2
the prices were cheap compared to the quality of service and food .,service,Positive,2
"guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",frites,Negative,0
i also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,congee ( rice porridge ),Positive,2
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",somosas,Positive,2
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",drunken chicken,Positive,2
"kind , attentive wait staff .",wait staff,Positive,2
"the food is amazing , rich pastas and fresh doughy pizza .",food,Positive,2
"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",caviar,Positive,2
the service was friendly and the atmosphere was casual .,service,Positive,2
"the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",food,Negative,0
this is by far my favorite place in the neighborhood .,place,Positive,2
"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",ambience,Positive,2
slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,wines,Negative,0
"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",service,Positive,2
"the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",unisex bathroom,Negative,0
"i tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .",sea urchin,Positive,2
the filet mignon dish was superb !,filet mignon dish,Positive,2
"thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",food,Negative,0
the food was good too .,food,Positive,2
"my wife and i always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",staff,Positive,2
avoid this place !,place,Negative,0
"the food was very good , a great deal , and the place its self was great .",place,Positive,2
this place has the best chinese style bbq ribs in the city .,bbq ribs,Positive,2
the food was well prepared and the service impecable .,service,Positive,2
"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",pizza,Positive,2
"we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .",outdoor seating,Positive,2
service was quick .,service,Positive,2
what a great place !,place,Positive,2
authentic taiwanese food that 's cheap ... what more could you ask for ?,taiwanese food,Positive,2
if you like your music blasted and the system is nt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,music,Negative,0
"the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i 'd never heard of before .",pesto pizza,Positive,2
"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3 - 6 each ) .",rice dishes,Positive,2
i 'm still mad that i had to pay for lousy food .,food,Negative,0
"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she's - way - cuter - than - me - that - b@#$ * way ) .",wait staff,Positive,2
"the staff was accomodating , the food was absolutely delicious and the place is lovely .",food,Positive,2
"those rolls were big , but not good and sashimi was n't fresh .",sashimi,Negative,0
the pizza is yummy and i like the atmoshpere .,atmoshpere,Positive,2
"best of all is the warm vibe , the owner is super friendly and service is fast .",vibe,Positive,2
the food is tasty and portion sizes are appropriate .,portion sizes,Positive,2
we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,scallops,Positive,2
"i found the food to be outstanding , particulary the salmon dish i had .",food,Positive,2
"in the evening , this place attracted a well dressed , with it , ny crowd .",crowd,Positive,2
"average to good thai food , but terrible delivery .",delivery,Negative,0
no pizza 33 for me !,pizza 33,Negative,0
the sushi is amazing ! ! !,sushi,Positive,2
the only problem is that the manager is a complete incompetent .,manager,Negative,0
"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",planet thailand,Positive,2
the owner and staff are all japanese as well and that adds to the entire ambiance .,ambiance,Positive,2
"if the weather is nice , try to snag an outside table .",outside table,Positive,2
the view is breathtaking the service is top notch ... the ambiance is wonderfull .,view,Positive,2
"a few tips : skip the turnip cake , roast pork buns and egg custards .",turnip cake,Negative,0
"delicious bagels , especially when right out of the oven .",bagels,Positive,2
"sometimes i get bad food and bad service , sometimes i get good good and bad service .",good,Positive,2
every time in new york i make it a point to visit restaurant saul on smith street .,restaurant saul,Positive,2
"this place is really trendi but they have forgotten about the most important part of a   restaurant , the food .",food,Negative,0
the perfect spot .,spot,Positive,2
this place is not worth the prices .,place,Negative,0
the food was authentic .,food,Positive,2
this tiny williamsburg spot is always pleasantly surprising .,williamsburg spot,Positive,2
the decor is very simple but comfortable .,decor,Positive,2
we did n't want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough .,bottles of korbett,Positive,2
unique apppetizers .,apppetizers,Positive,2
"quite frankly , this is some of the worst sushi i have ever tried .",sushi,Negative,0
"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",waiter,Negative,0
my fav was the sassy lassi ...,sassy lassi,Positive,2
"if you 're daring , try the balsamic vinegar over icecream , it 's wonderful !",balsamic vinegar over icecream,Positive,2
ambiance - relaxed and stylish .,ambiance,Positive,2
tiny dessert was $ 8.00 ... just plain overpriced for what it is .,dessert,Negative,0
after really enjoying ourselves at the bar we sat down at a table and had dinner .,bar,Positive,2
"this is such a lovely , peaceful place to eat outside .",place,Positive,2
beef noodle soup is good as well .,beef noodle soup,Positive,2
fantastic place .,place,Positive,2
delicious simple food in nice outdoor atmosphere .,food,Positive,2
this place blew me away ... by far my new favorite restaurant on the uppereast side .,place,Positive,2
"whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",parmesean porcini souffle,Positive,2
"the steak tartare is a great bet , they fix it for you at the table .",steak tartare,Positive,2
i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,customer service,Negative,0
fresh ingredients and everything is made to order .,ingredients,Positive,2
winnie and her staff are the best crew you can find serving you .,winnie,Positive,2
"i did n't complain , i liked the atmosphere so much .",atmosphere,Positive,2
"after dinner the manager grabbed my boyfriend , asked him : where are you from ... maybe you do nt know how things work in america ... and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",manager,Negative,0
always good drinks and service is pretty good ;,service,Positive,2
"this place is really trendi but they have forgotten about the most important part of a   restaurant , the food .",place,Positive,2
"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",vanilla shanty,Positive,2
the seats are uncomfortable if you are sitting against the wall on wooden benches .,seats,Negative,0
"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait - staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",wait - staff,Negative,0
we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,gulab jamun ( dessert ),Positive,2
"even if the food was n't this good , the garden is a great place to sit outside and relax .",food,Positive,2
"service was devine , oysters where a sensual as they come , and the price ca n't be beat ! ! !",service,Positive,2
sauce was watery and the food did n't have much flavor .,sauce,Negative,0
the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,wine,Positive,2
the entertainment was great they have shows that go on through out the dinner .,entertainment,Positive,2
"the food is wonderful , tasty and filling , and the service is professional and friendly .",service,Positive,2
"interesting selection , good wines , service fine , fun decor .",service,Positive,2
"rude service , medicore food ... there are tons of restaurants in ny ... stay away from this one",food,Neutral,1
"we have been to this place many times , and always have great food , wine , and service .",wine,Positive,2
"love the scene first off- the place has a character and nice light to it .. very fortunate , location wise .",location,Positive,2
the food now is inconsistent .,food,Negative,0
the food is so cheap and the waiters are nice .,food,Positive,2
downstairs lounge is always a good attraction,downstairs lounge,Positive,2
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,waiters,Positive,2
"i have known about this secret for the last 13 years , emilio(the godfather ) has continued to serve food and wine for the gods at mortal prices .",wine,Positive,2
this is my first time writing a review for a restaurant because the food and service was excellent .,service,Positive,2
pizza was a little soggy .,pizza,Negative,0
cozy romantic atomosphere with only around 15 tables at most .,atomosphere,Positive,2
"always a nice crowd , but never loud .",crowd,Positive,2
personal pans are the perfect size for those hungry nights .,personal pans,Positive,2
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,waitress,Negative,0
"to be completely fair , the only redeeming factor was the food , which was above average , but could n't make up for all the other deficiencies of teodora .",food,Positive,2
service is top notch .,service,Positive,2
the location and ambience is ok but the food is what makes up for it .,ambience,Neutral,1
"great wine selection , gigondas is worth the price , and the house champagne is a great value .",wine selection,Positive,2
the best pad thai i 've ever had .,pad thai,Positive,2
make sure you have the spicy scallop roll .. .,spicy scallop roll,Positive,2
"went on a 3 day oyster binge , with fish bringing up the closing , and i am so glad this was the place it o trip ended , because it was so great !",fish,Positive,2
great staff .,staff,Positive,2
the rice to fish ration was also good -- they did n't try to overpack the rice .,rice to fish ration,Positive,2
i had a grat time at jekyll and hyde !,jekyll and hyde,Positive,2
"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .",rice,Negative,0
the hostess and the waitress were incredibly rude and did everything they could to rush us out .,hostess,Negative,0
the shrimp scampi was excellent and the antipasti were plentiful .,antipasti,Positive,2
the food was absolutely amazing ! !,food,Positive,2
the pizza is delicious and the proprietor is one of the nicest in nyc .,pizza,Positive,2
service was very prompt but slightly rushed .,service,Positive,2
"the service is ok , some of the people did n't get what they asked for .",service,Neutral,1
"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait - staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",food,Negative,0
hats off to the chef .,chef,Positive,2
best reuben sandwich ever !,reuben sandwich,Positive,2
"their calzones are horrific , bad , vomit - inducing , yuck .",calzones,Negative,0
the baked clams octopus we shared as appetizers were the best we 've ever had ! !,baked clams octopus,Positive,2
wine list selection is good and wine - by - the - glass was generously filled to the top .,wine - by - the - glass,Positive,2
i had never had edamame pureed before but i thought it was innovative and tasty ( could 've used a bit more salt ) .,edamame pureed,Positive,2
fresh restaurant was amazing ........ food was delicious and of course fresh .,food,Positive,2
baluchi 's has solid food and a nice decor at reasonable prices .,food,Positive,2
"the food however , is what one might expect .",food,Negative,0
the food is great .,food,Positive,2
check this place out !,place,Positive,2
"to sum it up : service varies from good to mediorce , depending on which waiter you get ; generally it is just average ok .",service,Neutral,1
service - friendly and attentive .,service,Positive,2
"we ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",music,Positive,2
"the crust is thin , the ingredients are fresh and the staff is friendly .",ingredients,Positive,2
"interesting selection , good wines , service fine , fun decor .",decor,Positive,2
not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring .,meals,Negative,0
the owner and staff are all japanese as well and that adds to the entire ambiance .,staff,Positive,2
i love their thai,thai,Positive,2
"interesting selection , good wines , service fine , fun decor .",selection,Positive,2
"the last two times i ordered from here my food was soo spicy that   i could barely eat it , and the spice took away from the flavor of the dish .",spice,Negative,0
"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",rock shrimp tempura,Positive,2
the drinks are amazing and half off till 8 pm .,drinks,Positive,2
"service , however , was excellent ... and i liked the setting / atmosphere a lot .",service,Positive,2
our server was very helpful and friendly .,server,Positive,2
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,chocolate bread pudding,Positive,2
this dish is my favorite and i always get it when i go there and never get tired of it .,dish,Positive,2
dessert is a joke ... dont bother,dessert,Negative,0
"i found the food , service and value exceptional everytime i have been there .",food,Positive,2
this place would be so much better served by being run by a group that actually understands customer service .,customer service,Negative,0
the shrimp scampi was excellent and the antipasti were plentiful .,shrimp scampi,Positive,2
"i found it on a cold night , the perfect spot to warm up .",spot,Positive,2
best taiwanese food in ny !,taiwanese food,Positive,2
"the dosas are skimpy , unattractive and drip with grease , and personally i 'd drink popcorn topping before i 'd eat another one of these .",dosas,Negative,0
fish is so very fresh .,fish,Positive,2
"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",vibe,Positive,2
"i would recommend roxy 's for that , but not for their food .",food,Negative,0
"if you do n't mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .",fish,Negative,0
"have recommended the place to friends , always gets good response .",place,Positive,2
"good spreads , great beverage selections and bagels really tasty .",bagels,Positive,2
"great food , good size menu , great service and an unpretensious setting .",service,Positive,2
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,food,Positive,2
"the in - house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",in - house lady dj,Positive,2
"do not get the go go hamburgers , no matter what the reviews say .",go go hamburgers,Negative,0
the fried dumplings are great !,fried dumplings,Positive,2
i have to say i have never had a disapointing meal here .,meal,Positive,2
"the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",food,Positive,2
"if you venture off the island of manhattan and ca n't seem to find a great italian restaurant , drive to corona .",corona,Positive,2
"i ca n't wait for summer , when they serve outside on their gigantic patio .",patio,Positive,2
get the pepperoni - yum - and a family style salad .,pepperoni,Positive,2
this place is incredibly tiny .,place,Negative,0
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,traditional french decour,Positive,2
this little place definitely exceeded my expectations and you sure get a lot of food for your money .,food,Positive,2
great atmoshere and worth every bit .,atmoshere,Positive,2
decent wine at reasonable prices .,wine,Neutral,1
"with the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .",food,Neutral,1
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .,food,Negative,0
"the waitress , seems to be more concerned of looking good than actually waitressing .",waitress,Negative,0
the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,lobster sandwich,Positive,2
"the food is amazing , rich pastas and fresh doughy pizza .",pastas,Positive,2
spreads and toppings are great - though a bit pricey .,toppings,Positive,2
the place was nice and calm .,place,Positive,2
"when we sat , we got great and fast service .",service,Positive,2
the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,prix fixe menu,Positive,2
first went here to enjoy their garden terrace .,garden terrace,Positive,2
